event_id,draw_date,stream,prior_draw_date,prior_result_used_as_seed,seed,base4,seed_core,actual_core,last1_aabc_core,last2_aabc_core,last3_aabc_core,target_core,config,evidence_score,rule_count,max_precision,max_lift,total_support,total_target_hits,final_stream_core_score,has_rule_evidence,matrix_rank_in_stream,daily_opportunity_rank,stream_core_rank_by_deep_score,HISTORY_THROUGH,PLAY_DATE,core_score,full_core_rank,daily_opportunity_rank_num,is_watched8_core,watched8_rank,prior_seed_core,last1_norm,prior_seed_core_for_transition,global_prevcore_to_core_count,stream_prevcore_to_core_count,stream_core_hit_count,lane_top4_normal,lane_watched8_transition,lane_watched8_buried,lane_stream_affinity,trap_keep,trap_lane,trap_lane_weight,trap_priority_score,candidate_member,member_source,member_soft_score,member_soft_reason,existing_final_member_score,existing_member_rank_within_core,existing_daily_member_matrix_rank,existing_played_flag,existing_final_play_rank,existing_final_member_score_num,lane_member_depth,member_trap_score,member_trap_rank_within_core,member_depth_keep
1,2026-06-18,Arizona | Pick 4 Midday,2026-06-17,6298,6298,,,,,,,679,ALL_BALANCED,11.437286290171667,4.0,0.7692,1.4796,59.0,43.0,11.437286290171667,True,32,2126,32,2026-06-17,2026-06-18,11.437286290171667,32,2126,True,4,,,,0,0,0,True,False,False,False,True,TOP4_NORMAL,3,602.4030502015601,6799,existing_member_matrix,0.14,digit overlap 2,9.775,2,868,False,,9.775,1,605.54930020156,3,False
2,2026-06-18,Arkansas | Cash 4 Evening,2026-06-17,4797,4797,,479,,479,368,346,027,ALL_BALANCED,26.770843357311858,9.0,0.8421,1.6593,123.0,92.0,26.770843357311858,True,8,263,8,2026-06-17,2026-06-18,26.770843357311858,8,263,True,1,479,479,479,1,0,2,True,False,False,False,True,TOP4_NORMAL,3,611.9697951750592,0027,existing_member_matrix,1.42,same digital root; ±18 sum support; seed-sum last digit in member; mirror seed-sum last digit in member; digit overlap 1,40.85625,1,3,False,,40.85625,1,635.1382326750592,1,True
2,2026-06-18,Arkansas | Cash 4 Evening,2026-06-17,4797,4797,,479,,479,368,346,027,ALL_BALANCED,26.770843357311858,9.0,0.8421,1.6593,123.0,92.0,26.770843357311858,True,8,263,8,2026-06-17,2026-06-18,26.770843357311858,8,263,True,1,479,479,479,1,0,2,True,False,False,False,True,TOP4_NORMAL,3,611.9697951750592,0227,existing_member_matrix,0.6200000000000001,seed-sum last digit in member; mirror seed-sum last digit in member; digit overlap 1,40.681250000000006,2,8,False,,40.681250000000006,1,625.5119826750592,2,False
2,2026-06-18,Arkansas | Cash 4 Evening,2026-06-17,4797,4797,,479,,479,368,346,027,ALL_BALANCED,26.770843357311858,9.0,0.8421,1.6593,123.0,92.0,26.770843357311858,True,8,263,8,2026-06-17,2026-06-18,26.770843357311858,8,263,True,1,479,479,479,1,0,2,True,False,False,False,True,TOP4_NORMAL,3,611.9697951750592,0277,existing_member_matrix,0.6200000000000001,seed-sum last digit in member; mirror seed-sum last digit in member; digit overlap 1,40.681250000000006,3,9,False,,40.681250000000006,1,625.5119826750592,3,False
2,2026-06-18,Arkansas | Cash 4 Evening,2026-06-17,4797,4797,,479,,479,368,346,138,ALL_BALANCED,20.794435962619815,6.0,0.9,1.8745,79.0,62.0,20.794435962619815,True,13,593,13,2026-06-17,2026-06-18,20.794435962619815,13,593,True,2,479,479,479,1,0,4,True,False,False,True,True,STREAM_AFFINITY,4,510.62805258691697,1138,existing_member_matrix,0.0,weak soft fit,30.506249999999998,1,278,False,,30.506249999999998,1,515.203990086917,1,True
2,2026-06-18,Arkansas | Cash 4 Evening,2026-06-17,4797,4797,,479,,479,368,346,138,ALL_BALANCED,20.794435962619815,6.0,0.9,1.8745,79.0,62.0,20.794435962619815,True,13,593,13,2026-06-17,2026-06-18,20.794435962619815,13,593,True,2,479,479,479,1,0,4,True,False,False,True,True,STREAM_AFFINITY,4,510.62805258691697,1338,existing_member_matrix,0.0,weak soft fit,30.506249999999998,2,279,False,,30.506249999999998,1,515.203990086917,2,False
2,2026-06-18,Arkansas | Cash 4 Evening,2026-06-17,4797,4797,,479,,479,368,346,138,ALL_BALANCED,20.794435962619815,6.0,0.9,1.8745,79.0,62.0,20.794435962619815,True,13,593,13,2026-06-17,2026-06-18,20.794435962619815,13,593,True,2,479,479,479,1,0,4,True,False,False,True,True,STREAM_AFFINITY,4,510.62805258691697,1388,existing_member_matrix,0.0,weak soft fit,30.506249999999998,3,280,False,,30.506249999999998,1,515.203990086917,3,False
2,2026-06-18,Arkansas | Cash 4 Evening,2026-06-17,4797,4797,,479,,479,368,346,389,ALL_BALANCED,9.14227003432551,3.0,0.8,1.5532,39.0,30.0,9.14227003432551,True,49,2878,49,2026-06-17,2026-06-18,9.14227003432551,49,2878,True,3,479,479,479,1,0,8,True,False,False,True,True,STREAM_AFFINITY,4,506.7497945120139,3889,existing_member_matrix,0.32,sum delta <=1; digit overlap 1,19.58125,3,683,False,,19.58125,1,513.526982012014,1,True
2,2026-06-18,Arkansas | Cash 4 Evening,2026-06-17,4797,4797,,479,,479,368,346,389,ALL_BALANCED,9.14227003432551,3.0,0.8,1.5532,39.0,30.0,9.14227003432551,True,49,2878,49,2026-06-17,2026-06-18,9.14227003432551,49,2878,True,3,479,479,479,1,0,8,True,False,False,True,True,STREAM_AFFINITY,4,506.7497945120139,3899,existing_member_matrix,0.25,sum delta <=2; digit overlap 1,20.03125,2,607,False,,20.03125,1,512.7544820120139,2,False
2,2026-06-18,Arkansas | Cash 4 Evening,2026-06-17,4797,4797,,479,,479,368,346,389,ALL_BALANCED,9.14227003432551,3.0,0.8,1.5532,39.0,30.0,9.14227003432551,True,49,2878,49,2026-06-17,2026-06-18,9.14227003432551,49,2878,True,3,479,479,479,1,0,8,True,False,False,True,True,STREAM_AFFINITY,4,506.7497945120139,3389,existing_member_matrix,0.07,digit overlap 1,20.506249999999998,1,549,False,,20.506249999999998,1,510.6657320120139,3,False
