event_id,draw_date,stream,prior_draw_date,prior_result_used_as_seed,seed,base4,seed_core,actual_core,last1_aabc_core,last2_aabc_core,last3_aabc_core,target_core,config,evidence_score,rule_count,max_precision,max_lift,total_support,total_target_hits,final_stream_core_score,has_rule_evidence,matrix_rank_in_stream,daily_opportunity_rank,stream_core_rank_by_deep_score,HISTORY_THROUGH,PLAY_DATE,core_score,full_core_rank,daily_opportunity_rank_num,is_watched8_core,watched8_rank,prior_seed_core,last1_norm,prior_seed_core_for_transition,global_prevcore_to_core_count,stream_prevcore_to_core_count,stream_core_hit_count,lane_top4_normal,lane_watched8_transition,lane_watched8_buried,lane_stream_affinity,trap_keep,trap_lane,trap_lane_weight,trap_priority_score
70,2026-06-18,"Tri-State (ME, NH & VT) | Pick 4 Evening",2026-06-17,3605,3605,,,,039,079,456,027,ALL_BALANCED,62.690560837981764,19.0,1.0,1.9704,373.0,276.0,62.690560837981764,True,1,4,1,2026-06-17,2026-06-18,62.690560837981764,1,4,True,1,,039,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,523.8916962932936
63,2026-06-18,Tennessee | Cash 4 Midday,2026-06-17,6908,6908,,,,239,238,078,138,ALL_BALANCED,12.044051387247684,4.0,0.75,1.5621,59.0,43.0,12.044051387247684,True,31,1959,31,2026-06-17,2026-06-18,12.044051387247684,31,1959,True,3,,239,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,504.6654179855367
34,2026-06-18,Missouri | Pick 4 Evening,2026-06-17,7340,7340,,,,179,124,259,067,ALL_BALANCED,11.870739258828749,4.0,0.8,1.6048,52.0,39.0,11.870739258828749,True,25,2020,25,2026-06-17,2026-06-18,11.870739258828749,25,2020,True,3,,179,,0,0,3,True,False,False,False,True,TOP4_NORMAL,3,604.4047587405901
23,2026-06-18,Kentucky | Pick 4 Evening,2026-06-17,6502,6502,,,,026,068,027,457,ALL_BALANCED,11.786699434817129,4.0,0.8333,1.6416,58.0,43.0,11.786699434817129,True,31,2039,31,2026-06-17,2026-06-18,11.786699434817129,31,2039,True,4,,026,,0,0,6,True,False,False,True,True,STREAM_AFFINITY,4,505.575344802186
55,2026-06-18,Puerto Rico | Pega 4 Día,2026-06-17,8862,8862,,268,,268,179,467,679,ALL_BALANCED,11.675235664545092,4.0,0.8182,1.5738,55.0,41.0,11.675235664545092,True,43,2069,43,2026-06-17,2026-06-18,11.675235664545092,43,2069,True,3,268,268,268,0,0,5,True,False,False,True,True,STREAM_AFFINITY,4,504.4363324825908
11,2026-06-18,Florida | Pick 4 Midday,2026-06-17,6107,6107,,,,034,067,016,145,ALL_BALANCED,11.675182453897634,4.0,0.8333,1.7363,46.0,34.0,11.675182453897634,True,15,2070,15,2026-06-17,2026-06-18,11.675182453897634,15,2070,True,3,,034,,0,0,3,True,False,False,False,True,TOP4_NORMAL,3,604.8363138588642
20,2026-06-18,Indiana | Daily 4 Midday,2026-06-17,9667,9667,,679,,679,159,569,457,ALL_BALANCED,11.46047445197388,4.0,0.7692,1.5216,61.0,44.0,11.46047445197388,True,16,2120,16,2026-06-17,2026-06-18,11.46047445197388,16,2120,True,1,679,679,679,1,0,9,True,False,False,True,True,STREAM_AFFINITY,4,509.7111660581908
34,2026-06-18,Missouri | Pick 4 Evening,2026-06-17,7340,7340,,,,179,124,259,389,ALL_BALANCED,11.45530337816331,4.0,0.75,1.4601,52.0,39.0,11.45530337816331,True,27,2122,27,2026-06-17,2026-06-18,11.45530337816331,27,2122,True,4,,179,,0,0,9,True,False,False,True,True,STREAM_AFFINITY,4,507.15935618235716
1,2026-06-18,Arizona | Pick 4 Midday,2026-06-17,6298,6298,,,,,,,679,ALL_BALANCED,11.437286290171667,4.0,0.7692,1.4796,59.0,43.0,11.437286290171667,True,32,2126,32,2026-06-17,2026-06-18,11.437286290171667,32,2126,True,4,,,,0,0,0,True,False,False,False,True,TOP4_NORMAL,3,602.4030502015601
16,2026-06-18,Idaho | Pick 4 Night,2026-06-17,7194,7194,,,,378,679,017,389,ALL_BALANCED,11.420730561460925,4.0,0.75,1.4661,59.0,43.0,11.420730561460925,True,14,2131,14,2026-06-17,2026-06-18,11.420730561460925,14,2131,True,2,,378,,0,0,5,True,False,False,True,True,STREAM_AFFINITY,4,505.79725569651134
18,2026-06-18,Illinois | Pick 4 Midday,2026-06-17,2602,2602,,026,,026,137,579,027,ALL_BALANCED,11.380397232475017,4.0,0.8,1.5763,48.0,36.0,11.380397232475017,True,41,2149,41,2026-06-17,2026-06-18,11.380397232475017,41,2149,True,3,026,026,026,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,503.93313903136624
21,2026-06-18,Iowa | Pick 4 Evening,2026-06-17,7209,7209,,,,236,038,017,145,ALL_BALANCED,11.31549028483861,4.0,0.8,1.6446,51.0,37.0,11.31549028483861,True,11,2168,11,2026-06-17,2026-06-18,11.31549028483861,11,2168,True,2,,236,,0,0,3,True,False,False,False,True,TOP4_NORMAL,3,604.9104215996936
47,2026-06-18,Ontario | Pick 4 Evening,2026-06-17,8907,8907,,,,789,127,059,067,ALL_BALANCED,11.212192975453116,4.0,0.8,1.5857,50.0,37.0,11.212192975453116,True,21,2196,21,2026-06-17,2026-06-18,11.212192975453116,21,2196,True,2,,789,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,504.8742675414086
47,2026-06-18,Ontario | Pick 4 Evening,2026-06-17,8907,8907,,,,789,127,059,457,ALL_BALANCED,11.17719513751292,4.0,0.7857,1.5542,48.0,36.0,11.17719513751292,True,22,2206,22,2026-06-17,2026-06-18,11.17719513751292,22,2206,True,3,,789,,0,0,5,True,False,False,True,True,STREAM_AFFINITY,4,505.3120182981295
12,2026-06-18,Georgia | Cash 4 Evening,2026-06-17,1129,1129,,129,,129,467,348,567,ALL_BALANCED,11.133767837195345,4.0,0.7143,1.5018,58.0,41.0,11.133767837195345,True,38,2217,38,2026-06-17,2026-06-18,11.133767837195345,38,2217,True,2,129,129,129,1,0,5,True,False,False,True,True,STREAM_AFFINITY,4,506.49681874301837
62,2026-06-18,Tennessee | Cash 4 Evening,2026-06-17,0676,0676,,067,,067,247,169,027,ALL_BALANCED,11.053819580366536,4.0,0.7647,1.5385,57.0,41.0,11.053819580366536,True,29,2236,29,2026-06-17,2026-06-18,11.053819580366536,29,2236,True,2,067,067,067,1,0,6,True,False,False,True,True,STREAM_AFFINITY,4,507.4188368531283
75,2026-06-18,"Washington, D.C. | DC-4 7:50pm",2026-06-17,7817,7817,,178,,178,458,239,389,ALL_BALANCED,10.901741184686726,4.0,0.75,1.4362,60.0,43.0,10.901741184686726,True,30,2266,30,2026-06-17,2026-06-18,10.901741184686726,30,2266,True,2,178,178,178,2,0,4,True,False,False,True,True,STREAM_AFFINITY,4,508.31560941464033
27,2026-06-18,Maryland | Pick 4 Midday,2026-06-17,4216,4216,,,,135,179,136,567,ALL_BALANCED,10.862266311460235,4.0,0.7059,1.5018,54.0,38.0,10.862266311460235,True,23,2275,23,2026-06-17,2026-06-18,10.862266311460235,23,2275,True,3,,135,,0,0,3,True,False,False,False,True,TOP4_NORMAL,3,604.1517932090111
7,2026-06-18,Connecticut | Play 4 Night,2026-06-17,8751,8751,,,,029,039,258,145,ALL_BALANCED,10.832540665407773,3.0,0.8421,1.6946,43.0,35.0,10.832540665407773,True,29,2289,29,2026-06-17,2026-06-18,10.832540665407773,29,2289,True,2,,029,,0,0,3,True,False,False,False,True,TOP4_NORMAL,3,603.8413892328927
73,2026-06-18,"Washington, D.C. | DC-4 11:30pm",2026-06-17,1142,1142,,124,,124,014,257,457,ALL_BALANCED,10.623850657409061,3.0,0.9,1.7803,33.0,28.0,10.623850657409061,True,21,2336,21,2026-06-17,2026-06-18,10.623850657409061,21,2336,True,3,124,124,124,0,0,6,True,False,False,True,True,STREAM_AFFINITY,4,505.66834773009316
70,2026-06-18,"Tri-State (ME, NH & VT) | Pick 4 Evening",2026-06-17,3605,3605,,,,039,079,456,567,ALL_BALANCED,10.60640614246157,3.0,0.7727,1.6274,61.0,45.0,10.60640614246157,True,35,2343,35,2026-06-17,2026-06-18,10.60640614246157,35,2343,True,3,,039,,0,0,6,True,False,False,True,True,STREAM_AFFINITY,4,504.96224214986154
75,2026-06-18,"Washington, D.C. | DC-4 7:50pm",2026-06-17,7817,7817,,178,,178,458,239,027,ALL_BALANCED,10.570013706078484,3.0,0.8235,1.6227,55.0,42.0,10.570013706078484,True,31,2353,31,2026-06-17,2026-06-18,10.570013706078484,31,2353,True,3,178,178,178,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,504.14950479712746
69,2026-06-18,"Tri-State (ME, NH & VT) | Pick 4 Day",2026-06-17,4947,4947,,479,,479,037,458,067,ALL_BALANCED,10.53353767624462,3.0,0.8125,1.6105,50.0,39.0,10.53353767624462,True,31,2366,31,2026-06-17,2026-06-18,10.53353767624462,31,2366,True,3,479,479,479,3,0,6,True,False,False,True,True,STREAM_AFFINITY,4,511.1367381866856
61,2026-06-18,South Carolina | Pick 4 Midday,2026-06-17,5352,5352,,235,,235,057,046,389,ALL_BALANCED,10.316166859008794,4.0,0.75,1.4601,50.0,36.0,10.316166859008794,True,34,2433,34,2026-06-17,2026-06-18,10.316166859008794,34,2433,True,3,235,235,235,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,503.91065840065306
38,2026-06-18,New Jersey | Pick 4 Midday,2026-06-17,3753,3753,,357,,357,167,246,027,ALL_BALANCED,10.28963518380672,4.0,0.7273,1.4444,49.0,35.0,10.28963518380672,True,42,2447,42,2026-06-17,2026-06-18,10.28963518380672,42,2447,True,3,357,357,357,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,503.50137231433234
7,2026-06-18,Connecticut | Play 4 Night,2026-06-17,8751,8751,,,,029,039,258,567,ALL_BALANCED,10.243507443855332,4.0,0.7273,1.5603,41.0,29.0,10.243507443855332,True,32,2455,32,2026-06-17,2026-06-18,10.243507443855332,32,2455,True,3,,029,,0,0,8,True,False,False,True,True,STREAM_AFFINITY,4,505.98522760534934
9,2026-06-18,Delaware | Play 4 Night,2026-06-17,9809,9809,,089,,089,124,128,457,ALL_BALANCED,10.198286196596381,3.0,0.8095,1.5947,55.0,42.0,10.198286196596381,True,15,2466,15,2026-06-17,2026-06-18,10.198286196596381,15,2466,True,2,089,089,089,1,0,5,True,False,False,True,True,STREAM_AFFINITY,4,507.3194001688087
76,2026-06-18,West Virginia | Daily 4,2026-06-17,9265,9265,,,,156,089,245,138,ALL_BALANCED,10.167563467965,3.0,0.75,1.5621,68.0,50.0,10.167563467965,True,33,2475,33,2026-06-17,2026-06-18,10.167563467965,33,2475,True,4,,156,,0,0,1,True,False,False,False,True,TOP4_NORMAL,3,602.4086472137877
52,2026-06-18,Oregon | Pick 4 7pm,2026-06-17,8892,8892,,289,,289,234,478,145,ALL_BALANCED,10.165104666529425,3.0,0.8,1.6669,42.0,33.0,10.165104666529425,True,38,2476,38,2026-06-17,2026-06-18,10.165104666529425,38,2476,True,3,289,289,289,0,0,5,True,False,False,True,True,STREAM_AFFINITY,4,504.1577866332853
74,2026-06-18,"Washington, D.C. | DC-4 1:50pm",2026-06-17,5251,5251,,125,,125,234,234,145,ALL_BALANCED,10.13608132963239,3.0,0.9231,2.0033,37.0,29.0,10.13608132963239,True,31,2491,31,2026-06-17,2026-06-18,10.13608132963239,31,2491,True,2,125,125,125,1,0,5,True,False,False,True,True,STREAM_AFFINITY,4,506.49762846537135
73,2026-06-18,"Washington, D.C. | DC-4 11:30pm",2026-06-17,1142,1142,,124,,124,014,257,138,ALL_BALANCED,9.994348404397275,3.0,0.8182,1.7142,47.0,36.0,9.994348404397275,True,25,2540,25,2026-06-17,2026-06-18,9.994348404397275,25,2540,True,4,124,124,124,1,0,7,True,False,False,True,True,STREAM_AFFINITY,4,507.74802194153904
33,2026-06-18,Mississippi | Cash 4 Midday,2026-06-17,9841,9841,,,,378,067,578,145,ALL_BALANCED,9.957297466631504,3.0,0.8,1.6669,49.0,37.0,9.957297466631504,True,20,2549,20,2026-06-17,2026-06-18,9.957297466631504,20,2549,True,1,,378,,0,0,7,True,False,False,True,True,STREAM_AFFINITY,4,505.98505411332104
58,2026-06-18,Rhode Island | Numbers Game Evening,2026-06-17,3027,3027,,,,169,189,379,145,ALL_BALANCED,9.957297466631504,3.0,0.8,1.6669,49.0,37.0,9.957297466631504,True,36,2550,36,2026-06-17,2026-06-18,9.957297466631504,36,2550,True,2,,169,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,503.68505411332103
15,2026-06-18,Idaho | Pick 4 Day,2026-06-17,4455,4455,,,,469,578,126,138,ALL_BALANCED,9.912107966531142,3.0,0.8182,1.7142,34.0,27.0,9.912107966531142,True,39,2564,39,2026-06-17,2026-06-18,9.912107966531142,39,2564,True,3,,469,,0,0,2,True,False,False,False,True,TOP4_NORMAL,3,602.5192377882859
49,2026-06-18,Oregon | Pick 4 10pm,2026-06-17,7841,7841,,,,358,257,467,567,ALL_BALANCED,9.835992629819753,3.0,0.7727,1.6274,56.0,41.0,9.835992629819753,True,22,2591,22,2026-06-17,2026-06-18,9.835992629819753,22,2591,True,4,,358,,0,0,7,True,False,False,True,True,STREAM_AFFINITY,4,505.8425974204369
43,2026-06-18,North Carolina | Pick 4 Daytime,2026-06-17,7884,7884,,478,,478,457,268,138,ALL_BALANCED,9.768689906881923,3.0,0.8,1.6736,47.0,35.0,9.768689906881923,True,37,2610,37,2026-06-17,2026-06-18,9.768689906881923,37,2610,True,2,478,478,478,1,0,4,True,False,False,True,True,STREAM_AFFINITY,4,505.5690414674086
64,2026-06-18,Tennessee | Cash 4 Morning,2026-06-17,7856,7856,,,,018,148,237,389,ALL_BALANCED,9.713537596262928,3.0,0.75,1.4561,75.0,55.0,9.713537596262928,True,24,2630,24,2026-06-17,2026-06-18,9.713537596262928,24,2630,True,4,,018,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,504.199738158692
44,2026-06-18,North Carolina | Pick 4 Evening,2026-06-17,9533,9533,,359,,359,358,018,679,ALL_BALANCED,9.70786924980101,3.0,0.8667,1.6474,40.0,32.0,9.70786924980101,True,29,2632,29,2026-06-17,2026-06-18,9.70786924980101,29,2632,True,4,359,359,359,1,0,5,True,False,False,True,True,STREAM_AFFINITY,4,506.4477542374304
3,2026-06-18,Arkansas | Cash 4 Midday,2026-06-17,8247,8247,,,,127,148,017,067,ALL_BALANCED,9.481567029112092,3.0,0.8,1.5857,45.0,34.0,9.481567029112092,True,31,2726,31,2026-06-17,2026-06-18,9.481567029112092,31,2726,True,2,,127,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,503.7685484601892
67,2026-06-18,Texas | Daily 4 Morning,2026-06-17,1828,1828,,128,,128,189,025,567,ALL_BALANCED,9.453033137856014,3.0,0.7368,1.4742,59.0,42.0,9.453033137856014,True,31,2734,31,2026-06-17,2026-06-18,9.453033137856014,31,2734,True,2,128,128,128,0,0,1,True,False,False,False,True,TOP4_NORMAL,3,602.2585615982497
41,2026-06-18,New York | Win 4 Evening,2026-06-17,5231,5231,,,,012,029,689,389,ALL_BALANCED,9.392836012832161,3.0,0.75,1.4561,74.0,54.0,9.392836012832161,True,31,2761,31,2026-06-17,2026-06-18,9.392836012832161,31,2761,True,4,,012,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,503.73749260449125
77,2026-06-18,Western Canada | Pick 4,2026-06-17,2493,2493,,,,234,268,057,679,ALL_BALANCED,9.340362497168655,3.0,0.75,1.4106,63.0,46.0,9.340362497168655,True,29,2784,29,2026-06-17,2026-06-18,9.340362497168655,29,2784,True,1,,234,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,503.81912687400904
32,2026-06-18,Mississippi | Cash 4 Evening,2026-06-17,9123,9123,,,,126,189,056,067,ALL_BALANCED,9.315899192847615,3.0,0.8,1.65,43.0,32.0,9.315899192847615,True,39,2794,39,2026-06-17,2026-06-18,9.315899192847615,39,2794,True,3,,126,,0,0,6,True,False,False,True,True,STREAM_AFFINITY,4,504.3105647174967
62,2026-06-18,Tennessee | Cash 4 Evening,2026-06-17,0676,0676,,067,,067,247,169,457,ALL_BALANCED,9.291954001774027,3.0,0.7647,1.5064,50.0,37.0,9.291954001774027,True,37,2811,37,2026-06-17,2026-06-18,9.291954001774027,37,2811,True,3,067,067,067,1,0,2,True,False,False,False,True,TOP4_NORMAL,3,604.4021839006209
60,2026-06-18,South Carolina | Pick 4 Evening,2026-06-17,0415,0415,,,,249,014,149,067,ALL_BALANCED,9.24061525814507,3.0,0.8,1.6048,41.0,31.0,9.24061525814507,True,49,2829,49,2026-06-17,2026-06-18,9.24061525814507,49,2829,True,2,,249,,0,0,0,True,False,False,False,True,TOP4_NORMAL,3,600.7842153403508
30,2026-06-18,Michigan | Daily 4 Evening,2026-06-17,8963,8963,,,,128,123,346,389,ALL_BALANCED,9.217245693930295,3.0,0.7333,1.4277,73.0,53.0,9.217245693930295,True,25,2839,25,2026-06-17,2026-06-18,9.217245693930295,25,2839,True,2,,128,,0,0,3,True,False,False,False,True,TOP4_NORMAL,3,603.4760359928756
61,2026-06-18,South Carolina | Pick 4 Midday,2026-06-17,5352,5352,,235,,235,057,046,145,ALL_BALANCED,9.195237330834333,3.0,0.7692,1.5266,59.0,44.0,9.195237330834333,True,39,2850,39,2026-06-17,2026-06-18,9.195237330834333,39,2850,True,4,235,235,235,0,0,3,True,False,False,False,True,TOP4_NORMAL,3,602.7683330657919
35,2026-06-18,Missouri | Pick 4 Midday,2026-06-17,7537,7537,,357,,357,345,137,138,ALL_BALANCED,9.187524528631718,3.0,0.7381,1.5373,62.0,45.0,9.187524528631718,True,39,2858,39,2026-06-17,2026-06-18,9.187524528631718,39,2858,True,2,357,357,357,1,0,3,True,False,False,False,True,TOP4_NORMAL,3,604.7656335850211
11,2026-06-18,Florida | Pick 4 Midday,2026-06-17,6107,6107,,,,034,067,016,067,ALL_BALANCED,9.144552352354072,3.0,0.8462,1.6772,35.0,27.0,9.144552352354072,True,24,2877,24,2026-06-17,2026-06-18,9.144552352354072,24,2877,True,4,,034,,0,0,3,True,False,False,False,True,TOP4_NORMAL,3,603.5005933233239
2,2026-06-18,Arkansas | Cash 4 Evening,2026-06-17,4797,4797,,479,,479,368,346,389,ALL_BALANCED,9.14227003432551,3.0,0.8,1.5532,39.0,30.0,9.14227003432551,True,49,2878,49,2026-06-17,2026-06-18,9.14227003432551,49,2878,True,3,479,479,479,1,0,8,True,False,False,True,True,STREAM_AFFINITY,4,506.7497945120139
47,2026-06-18,Ontario | Pick 4 Evening,2026-06-17,8907,8907,,,,789,127,059,567,ALL_BALANCED,9.119578227598442,3.0,0.8182,1.7231,33.0,25.0,9.119578227598442,True,25,2888,25,2026-06-17,2026-06-18,9.119578227598442,25,2888,True,4,,789,,0,0,5,True,False,False,True,True,STREAM_AFFINITY,4,504.44185237965945
52,2026-06-18,Oregon | Pick 4 7pm,2026-06-17,8892,8892,,289,,289,234,478,457,ALL_BALANCED,9.106197948369935,3.0,0.7647,1.5064,47.0,35.0,9.106197948369935,True,45,2890,45,2026-06-17,2026-06-18,9.106197948369935,45,2890,True,4,289,289,289,2,0,4,True,False,False,True,True,STREAM_AFFINITY,4,506.93716928192947
7,2026-06-18,Connecticut | Play 4 Night,2026-06-17,8751,8751,,,,029,039,258,679,ALL_BALANCED,9.100300307702554,4.0,0.7,1.3802,40.0,28.0,9.100300307702554,True,38,2893,38,2026-06-17,2026-06-18,9.100300307702554,38,2893,True,4,,029,,0,0,7,True,False,False,True,True,STREAM_AFFINITY,4,504.7851051076959
31,2026-06-18,Michigan | Daily 4 Midday,2026-06-17,1868,1868,,168,,168,056,035,145,ALL_BALANCED,9.091464907781804,3.0,0.7692,1.548,43.0,32.0,9.091464907781804,True,41,2897,41,2026-06-17,2026-06-18,9.091464907781804,41,2897,True,3,168,168,168,0,0,2,True,False,False,False,True,TOP4_NORMAL,3,602.1320127177237
54,2026-06-18,Pennsylvania | Pick 4 Evening,2026-06-17,2095,2095,,,,029,128,235,067,ALL_BALANCED,9.057365695441273,3.0,0.8333,1.6518,40.0,30.0,9.057365695441273,True,25,2914,25,2026-06-17,2026-06-18,9.057365695441273,25,2914,True,4,,029,,0,0,3,True,False,False,False,True,TOP4_NORMAL,3,603.4200779934044
40,2026-06-18,New Mexico | Pick 4 Evening,2026-06-17,6720,6720,,,,234,018,347,457,ALL_BALANCED,9.049622697346859,3.0,0.8182,1.6027,38.0,29.0,9.049622697346859,True,31,2919,31,2026-06-17,2026-06-18,9.049622697346859,31,2919,True,3,,234,,0,0,6,True,False,False,True,True,STREAM_AFFINITY,4,504.61736794407136
22,2026-06-18,Iowa | Pick 4 Midday,2026-06-17,5706,5706,,,,357,015,024,457,ALL_BALANCED,9.043146994624347,3.0,0.7857,1.537,41.0,31.0,9.043146994624347,True,29,2921,29,2026-06-17,2026-06-18,9.043146994624347,29,2921,True,1,,357,,0,0,5,True,False,False,True,True,STREAM_AFFINITY,4,504.21510144811856
32,2026-06-18,Mississippi | Cash 4 Evening,2026-06-17,9123,9123,,,,126,189,056,457,ALL_BALANCED,9.005245177307504,3.0,0.8,1.5825,41.0,31.0,9.005245177307504,True,43,2938,43,2026-06-17,2026-06-18,9.005245177307504,43,2938,True,4,,126,,0,0,5,True,False,False,True,True,STREAM_AFFINITY,4,503.50183581205766
9,2026-06-18,Delaware | Play 4 Night,2026-06-17,9809,9809,,089,,089,124,128,027,ALL_BALANCED,8.981812410763322,3.0,0.7692,1.5476,40.0,30.0,8.981812410763322,True,19,2948,19,2026-06-17,2026-06-18,8.981812410763322,19,2948,True,3,089,089,089,0,0,5,True,False,False,True,True,STREAM_AFFINITY,4,504.6936343437672
43,2026-06-18,North Carolina | Pick 4 Daytime,2026-06-17,7884,7884,,478,,478,457,268,067,ALL_BALANCED,8.972943934531074,3.0,0.8182,1.6169,43.0,32.0,8.972943934531074,True,42,2952,42,2026-06-17,2026-06-18,8.972943934531074,42,2952,True,3,478,478,478,3,0,5,True,False,False,True,True,STREAM_AFFINITY,4,509.5405303770859
67,2026-06-18,Texas | Daily 4 Morning,2026-06-17,1828,1828,,128,,128,189,025,679,ALL_BALANCED,8.807219852374674,3.0,0.7143,1.3802,88.0,62.0,8.807219852374674,True,33,3023,33,2026-06-17,2026-06-18,8.807219852374674,33,3023,True,3,128,128,128,3,0,8,True,False,False,True,True,STREAM_AFFINITY,4,511.4325269483312
6,2026-06-18,Connecticut | Play 4 Day,2026-06-17,7102,7102,,,,156,348,149,567,ALL_BALANCED,8.73320652038985,3.0,0.9,1.7864,30.0,23.0,8.73320652038985,True,34,3049,34,2026-06-17,2026-06-18,8.73320652038985,34,3049,True,1,,156,,0,0,5,True,False,False,True,True,STREAM_AFFINITY,4,503.85662228213647
62,2026-06-18,Tennessee | Cash 4 Evening,2026-06-17,0676,0676,,067,,067,247,169,067,ALL_BALANCED,8.709386318370193,3.0,0.75,1.5045,39.0,29.0,8.709386318370193,True,41,3066,41,2026-06-17,2026-06-18,8.709386318370193,41,3066,True,4,067,067,067,1,0,6,True,False,False,True,True,STREAM_AFFINITY,4,505.99828521142956
46,2026-06-18,Ohio | Pick 4 Midday,2026-06-17,4577,4577,,457,,457,234,359,457,ALL_BALANCED,8.691054175306395,3.0,0.7692,1.5068,47.0,34.0,8.691054175306395,True,39,3078,39,2026-06-17,2026-06-18,8.691054175306395,39,3078,True,3,457,457,457,1,0,5,True,False,False,True,True,STREAM_AFFINITY,4,505.59186896135725
2,2026-06-18,Arkansas | Cash 4 Evening,2026-06-17,4797,4797,,479,,479,368,346,457,ALL_BALANCED,8.662924614021403,3.0,0.8,1.5759,44.0,32.0,8.662924614021403,True,51,3090,51,2026-06-17,2026-06-18,8.662924614021403,51,3090,True,4,479,479,479,1,0,10,True,False,False,True,True,STREAM_AFFINITY,4,507.48202361490746
46,2026-06-18,Ohio | Pick 4 Midday,2026-06-17,4577,4577,,457,,457,234,359,145,ALL_BALANCED,8.595174430054907,3.0,0.8,1.5876,39.0,29.0,8.595174430054907,True,41,3112,41,2026-06-17,2026-06-18,8.595174430054907,41,3112,True,4,457,457,457,1,0,2,True,False,False,False,True,TOP4_NORMAL,3,603.9583110505192
60,2026-06-18,South Carolina | Pick 4 Evening,2026-06-17,0415,0415,,,,249,014,149,389,ALL_BALANCED,8.586495551268012,3.0,0.7778,1.51,40.0,30.0,8.586495551268012,True,55,3118,55,2026-06-17,2026-06-18,8.586495551268012,55,3118,True,3,,249,,0,0,5,True,False,False,True,True,STREAM_AFFINITY,4,502.7552734429438
10,2026-06-18,Florida | Pick 4 Evening,2026-06-17,7822,7822,,278,,278,249,245,457,ALL_BALANCED,8.519734009123955,3.0,0.8333,1.6416,36.0,27.0,8.519734009123955,True,35,3147,35,2026-06-17,2026-06-18,8.519734009123955,35,3147,True,2,278,278,278,4,0,5,True,False,False,True,True,STREAM_AFFINITY,4,511.73190690319336
26,2026-06-18,Maryland | Pick 4 Evening,2026-06-17,5686,5686,,568,,568,129,247,027,ALL_BALANCED,8.50723644723417,3.0,0.7727,1.5112,42.0,31.0,8.50723644723417,True,29,3151,29,2026-06-17,2026-06-18,8.50723644723417,29,3151,True,2,568,568,568,1,0,7,True,False,False,True,True,STREAM_AFFINITY,4,507.02753275653197
55,2026-06-18,Puerto Rico | Pega 4 Día,2026-06-17,8862,8862,,268,,268,179,467,389,ALL_BALANCED,8.432139501263512,3.0,0.75,1.4661,44.0,32.0,8.432139501263512,True,58,3177,58,2026-06-17,2026-06-18,8.432139501263512,58,3177,True,4,268,268,268,2,0,6,True,False,False,True,True,STREAM_AFFINITY,4,507.05124882544226
29,2026-06-18,Massachusetts | Numbers Game Midday,2026-06-17,5825,5825,,258,,258,389,389,027,ALL_BALANCED,8.331433217416627,3.0,0.7333,1.4753,40.0,29.0,8.331433217416627,True,43,3221,43,2026-06-17,2026-06-18,8.331433217416627,43,3221,True,3,258,258,258,3,0,5,True,False,False,True,True,STREAM_AFFINITY,4,509.26600162609583
14,2026-06-18,Georgia | Cash 4 Night,2026-06-17,0072,0072,,027,,027,057,568,027,ALL_BALANCED,8.251902577300468,3.0,0.75,1.5363,34.0,25.0,8.251902577300468,True,34,3247,34,2026-06-17,2026-06-18,8.251902577300468,34,3247,True,3,027,027,027,3,0,4,True,False,False,True,True,STREAM_AFFINITY,4,509.1881659020552
74,2026-06-18,"Washington, D.C. | DC-4 1:50pm",2026-06-17,5251,5251,,125,,125,234,234,567,ALL_BALANCED,8.248035332223953,3.0,0.8,1.6679,31.0,23.0,8.248035332223953,True,36,3248,36,2026-06-17,2026-06-18,8.248035332223953,36,3248,True,3,125,125,125,1,0,0,True,False,False,False,True,TOP4_NORMAL,3,603.0868123662784
74,2026-06-18,"Washington, D.C. | DC-4 1:50pm",2026-06-17,5251,5251,,125,,125,234,234,457,ALL_BALANCED,8.203675044431412,3.0,0.8,1.5715,32.0,24.0,8.203675044431412,True,38,3261,38,2026-06-17,2026-06-18,8.203675044431412,38,3261,True,4,125,125,125,1,0,5,True,False,False,True,True,STREAM_AFFINITY,4,505.47128626555104
26,2026-06-18,Maryland | Pick 4 Evening,2026-06-17,5686,5686,,568,,568,129,247,679,ALL_BALANCED,8.057973528241178,3.0,0.8182,1.5321,35.0,26.0,8.057973528241178,True,31,3309,31,2026-06-17,2026-06-18,8.057973528241178,31,3309,True,3,568,568,568,0,0,7,True,False,False,True,True,STREAM_AFFINITY,4,504.7702907348844
